cause_of_death,chapter,count,year,sex,cause_of_death_map
Other disorders of central nervous system,Diseases of the nervous system,10,2013,Females,
"Postprocedural disorders of nervous system, not elsewhere classified",Diseases of the nervous system,0,2013,Females,
"Other disorders of nervous system, not elsewhere classified",Diseases of the nervous system,0,2013,Females,
"Disorders of eyelid, lacrimal system and orbit",Diseases of the eye and adnexa,1,2013,Females,
Hordeolum and chalazion,Diseases of the eye and adnexa,1,2013,Females,
Other inflammation of eyelid,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of eyelid,Diseases of the eye and adnexa,0,2013,Females,
Disorders of lacrimal system,Diseases of the eye and adnexa,0,2013,Females,
Disorders of orbit,Diseases of the eye and adnexa,0,2013,Females,
Disorders of conjunctiva,Diseases of the eye and adnexa,0,2013,Females,
Conjunctivitis,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of conjunctiva,Diseases of the eye and adnexa,0,2013,Females,
"Disorders of sclera, cornea, iris and ciliary body",Diseases of the eye and adnexa,0,2013,Females,
Disorders of sclera,Diseases of the eye and adnexa,0,2013,Females,
Keratitis,Diseases of the eye and adnexa,0,2013,Females,
Corneal scars and opacities,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of cornea,Diseases of the eye and adnexa,0,2013,Females,
Iridocyclitis,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of iris and ciliary body,Diseases of the eye and adnexa,0,2013,Females,
Disorders of lens,Diseases of the eye and adnexa,0,2013,Females,
Senile cataract,Diseases of the eye and adnexa,0,2013,Females,
Other cataract,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of lens,Diseases of the eye and adnexa,0,2013,Females,
Disorders of choroid and retina,Diseases of the eye and adnexa,1,2013,Females,
Chorioretinal inflammation,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of choroid,Diseases of the eye and adnexa,0,2013,Females,
Retinal detachments and breaks,Diseases of the eye and adnexa,0,2013,Females,
Retinal vascular occlusions,Diseases of the eye and adnexa,0,2013,Females,
Other retinal disorders,Diseases of the eye and adnexa,1,2013,Females,
Glaucoma,Diseases of the eye and adnexa,0,2013,Females,
Glaucoma,Diseases of the eye and adnexa,0,2013,Females,
Disorders of vitreous body and globe,Diseases of the eye and adnexa,0,2013,Females,
Disorders of vitreous body,Diseases of the eye and adnexa,0,2013,Females,
Disorders of globe,Diseases of the eye and adnexa,0,2013,Females,
Disorders of optic nerve and visual pathways,Diseases of the eye and adnexa,0,2013,Females,
Optic neuritis,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of optic [2nd] nerve and visual pathways,Diseases of the eye and adnexa,0,2013,Females,
"Disorders of ocular muscles, binocular movement, accommodation and refraction",Diseases of the eye and adnexa,0,2013,Females,
Paralytic strabismus,Diseases of the eye and adnexa,0,2013,Females,
Other strabismus,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of binocular movement,Diseases of the eye and adnexa,0,2013,Females,
Disorders of refraction and accommodation,Diseases of the eye and adnexa,0,2013,Females,
Visual disturbances and blindness,Diseases of the eye and adnexa,1,2013,Females,
Visual disturbances,Diseases of the eye and adnexa,0,2013,Females,
Visual impairment including blindness (binocular or monocular),Diseases of the eye and adnexa,1,2013,Females,
Other disorders of eye and adnexa,Diseases of the eye and adnexa,0,2013,Females,
Nystagmus and other irregular eye movements,Diseases of the eye and adnexa,0,2013,Females,
Other disorders of eye and adnexa,Diseases of the eye and adnexa,0,2013,Females,
"Postprocedural disorders of eye and adnexa, not elsewhere classified",Diseases of the eye and adnexa,0,2013,Females,
Diseases of external ear,Diseases of the ear and mastoid process,0,2013,Females,
Otitis externa,Diseases of the ear and mastoid process,0,2013,Females,
Other disorders of external ear,Diseases of the ear and mastoid process,0,2013,Females,
Diseases of middle ear and mastoid,Diseases of the ear and mastoid process,2,2013,Females,
Nonsuppurative otitis media,Diseases of the ear and mastoid process,0,2013,Females,
Suppurative and unspecified otitis media,Diseases of the ear and mastoid process,1,2013,Females,
Eustachian salpingitis and obstruction,Diseases of the ear and mastoid process,0,2013,Females,
Other disorders of Eustachian tube,Diseases of the ear and mastoid process,0,2013,Females,
Mastoiditis and related conditions,Diseases of the ear and mastoid process,1,2013,Females,
Cholesteatoma of middle ear,Diseases of the ear and mastoid process,0,2013,Females,
Perforation of tympanic membrane,Diseases of the ear and mastoid process,0,2013,Females,
Other disorders of tympanic membrane,Diseases of the ear and mastoid process,0,2013,Females,
Other disorders of middle ear and mastoid,Diseases of the ear and mastoid process,0,2013,Females,
Diseases of inner ear,Diseases of the ear and mastoid process,0,2013,Females,
Otosclerosis,Diseases of the ear and mastoid process,0,2013,Females,
Disorders of vestibular function,Diseases of the ear and mastoid process,0,2013,Females,
Other diseases of inner ear,Diseases of the ear and mastoid process,0,2013,Females,
Other disorders of ear,Diseases of the ear and mastoid process,0,2013,Females,
Conductive and sensorineural hearing loss,Diseases of the ear and mastoid process,0,2013,Females,
Other hearing loss,Diseases of the ear and mastoid process,0,2013,Females,
Otalgia and effusion of ear,Diseases of the ear and mastoid process,0,2013,Females,
"Other disorders of ear, not elsewhere classified",Diseases of the ear and mastoid process,0,2013,Females,
"Postprocedural disorders of ear and mastoid process, not elsewhere classified",Diseases of the ear and mastoid process,0,2013,Females,
Acute rheumatic fever,Diseases of the circulatory system,9,2013,Females,
Rheumatic fever without mention of heart involvement,Diseases of the circulatory system,2,2013,Females,
Rheumatic fever with heart involvement,Diseases of the circulatory system,7,2013,Females,
Rheumatic chorea,Diseases of the circulatory system,0,2013,Females,
Chronic rheumatic heart diseases,Diseases of the circulatory system,242,2013,Females,
Rheumatic mitral valve diseases,Diseases of the circulatory system,110,2013,Females,
Rheumatic aortic valve diseases,Diseases of the circulatory system,6,2013,Females,
Rheumatic tricuspid valve diseases,Diseases of the circulatory system,31,2013,Females,
Multiple valve diseases,Diseases of the circulatory system,64,2013,Females,
Other rheumatic heart diseases,Diseases of the circulatory system,31,2013,Females,
Hypertensive diseases,Diseases of the circulatory system,1388,2013,Females,
Essential (primary) hypertension,Diseases of the circulatory system,380,2013,Females,
Hypertensive heart disease,Diseases of the circulatory system,620,2013,Females,
Hypertensive renal disease,Diseases of the circulatory system,254,2013,Females,
Hypertensive heart and renal disease,Diseases of the circulatory system,134,2013,Females,
Secondary hypertension,Diseases of the circulatory system,0,2013,Females,
Ischaemic heart diseases,Diseases of the circulatory system,8754,2013,Females,
Angina pectoris,Diseases of the circulatory system,18,2013,Females,
Acute myocardial infarction,Diseases of the circulatory system,4069,2013,Females,
Subsequent myocardial infarction,Diseases of the circulatory system,0,2013,Females,
Certain current complications following acute myocardial infarction,Diseases of the circulatory system,0,2013,Females,
Other acute ischaemic heart diseases,Diseases of the circulatory system,172,2013,Females,
Chronic ischaemic heart disease,Diseases of the circulatory system,4495,2013,Females,
Pulmonary heart disease and diseases of pulmonary circulation,Diseases of the circulatory system,366,2013,Females,
Pulmonary embolism,Diseases of the circulatory system,180,2013,Females,
Other pulmonary heart diseases,Diseases of the circulatory system,186,2013,Females,
Other diseases of pulmonary vessels,Diseases of the circulatory system,0,2013,Females,
Other forms of heart disease,Diseases of the circulatory system,4383,2013,Females,
Acute pericarditis,Diseases of the circulatory system,0,2013,Females,
Other diseases of pericardium,Diseases of the circulatory system,22,2013,Females,
Acute and subacute endocarditis,Diseases of the circulatory system,33,2013,Females,
Nonrheumatic mitral valve disorders,Diseases of the circulatory system,115,2013,Females,
Nonrheumatic aortic valve disorders,Diseases of the circulatory system,537,2013,Females,
Nonrheumatic tricuspid valve disorders,Diseases of the circulatory system,0,2013,Females,
Pulmonary valve disorders,Diseases of the circulatory system,0,2013,Females,
"Endocarditis, valve unspecified",Diseases of the circulatory system,147,2013,Females,
Acute myocarditis,Diseases of the circulatory system,7,2013,Females,
Cardiomyopathy,Diseases of the circulatory system,338,2013,Females,
Atrioventricular and left bundle-branch block,Diseases of the circulatory system,27,2013,Females,
Other conduction disorders,Diseases of the circulatory system,20,2013,Females,
Cardiac arrest,Diseases of the circulatory system,98,2013,Females,
Paroxysmal tachycardia,Diseases of the circulatory system,6,2013,Females,
Atrial fibrillation and flutter,Diseases of the circulatory system,1130,2013,Females,
Other cardiac arrhythmias,Diseases of the circulatory system,76,2013,Females,
Heart failure,Diseases of the circulatory system,1585,2013,Females,
Complications and ill-defined descriptions of heart disease,Diseases of the circulatory system,242,2013,Females,
Cerebrovascular diseases,Diseases of the circulatory system,6371,2013,Females,
Subarachnoid haemorrhage,Diseases of the circulatory system,306,2013,Females,
Intracerebral haemorrhage,Diseases of the circulatory system,668,2013,Females,
Other nontraumatic intracranial haemorrhage,Diseases of the circulatory system,351,2013,Females,
Cerebral infarction,Diseases of the circulatory system,607,2013,Females,
"Stroke, not specified as haemorrhage or infarction",Diseases of the circulatory system,3011,2013,Females,
"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Diseases of the circulatory system,0,2013,Females,
"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Diseases of the circulatory system,0,2013,Females,
Other cerebrovascular diseases,Diseases of the circulatory system,318,2013,Females,
Sequelae of cerebrovascular disease,Diseases of the circulatory system,1110,2013,Females,
"Diseases of arteries, arterioles and capillaries",Diseases of the circulatory system,846,2013,Females,
Atherosclerosis,Diseases of the circulatory system,80,2013,Females,
Aortic aneurysm and dissection,Diseases of the circulatory system,388,2013,Females,
Other aneurysm and dissection,Diseases of the circulatory system,17,2013,Females,
Other peripheral vascular diseases,Diseases of the circulatory system,302,2013,Females,
Arterial embolism and thrombosis,Diseases of the circulatory system,19,2013,Females,
Other disorders of arteries and arterioles,Diseases of the circulatory system,34,2013,Females,
Diseases of capillaries,Diseases of the circulatory system,6,2013,Females,
"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Diseases of the circulatory system,135,2013,Females,
Phlebitis and thrombophlebitis,Diseases of the circulatory system,98,2013,Females,
Portal vein thrombosis,Diseases of the circulatory system,2,2013,Females,
Other venous embolism and thrombosis,Diseases of the circulatory system,8,2013,Females,
Varicose veins of lower extremities,Diseases of the circulatory system,15,2013,Females,
Haemorrhoids,Diseases of the circulatory system,0,2013,Females,
Oesophageal varices,Diseases of the circulatory system,1,2013,Females,
Varicose veins of other sites,Diseases of the circulatory system,2,2013,Females,
Other disorders of veins,Diseases of the circulatory system,2,2013,Females,
Nonspecific lymphadenitis,Diseases of the circulatory system,1,2013,Females,
Other noninfective disorders of lymphatic vessels and lymph nodes,Diseases of the circulatory system,6,2013,Females,
Other and unspecified disorders of the circulatory system,Diseases of the circulatory system,5,2013,Females,
Hypotension,Diseases of the circulatory system,3,2013,Females,
"Postprocedural disorders of circulatory system, not elsewhere classified",Diseases of the circulatory system,0,2013,Females,
Other and unspecified disorders of circulatory system,Diseases of the circulatory system,2,2013,Females,
Acute upper respiratory infections,Diseases of the respiratory system,6,2013,Females,
Acute nasopharyngitis [common cold],Diseases of the respiratory system,0,2013,Females,
Acute sinusitis,Diseases of the respiratory system,0,2013,Females,
